timestamp,scan_id,frequency,audio_amplitude,radio_amplitude,combined_amplitude,spectral_centroid,spectral_bandwidth,spectral_rolloff,total_spectral_energy,dominant_frequency_1,dominant_frequency_2,dominant_frequency_3
2025-10-05 23:42:15.973004,1,1000.0,0.08860563750454559,0.01,0.09860563750454558,,,,,,,
2025-10-05 23:42:15.973004,1,1090.909090909091,0.05715537764230938,0.01,0.06715537764230937,,,,,,,
2025-10-05 23:42:15.973004,1,1181.8181818181818,0.10709313435863047,0.01,0.11709313435863046,,,,,,,
2025-10-05 23:42:15.973004,1,1272.7272727272727,0.17466937152997716,0.01,0.18466937152997717,,,,,,,
2025-10-05 23:42:15.973004,1,1363.6363636363635,0.1347750313513051,0.01,0.14477503135130512,,,,,,,
2025-10-05 23:42:15.973004,1,1454.5454545454545,0.106770601769895,0.08567422093177642,0.1924448227016714,,,,,,,
2025-10-05 23:42:15.973004,1,1545.4545454545455,0.1197772810795779,0.0875320513937021,0.20730933247327998,,,,,,,
2025-10-05 23:42:15.973004,1,1636.3636363636365,0.14393002242241432,0.01452301442714523,0.15845303684955955,,,,,,,
2025-10-05 23:42:15.973004,1,1727.2727272727273,0.21752468290875282,0.01,0.22752468290875283,,,,,,,
2025-10-05 23:42:15.973004,1,1818.181818181818,0.23384879622865862,0.013985169854675548,0.24783396608333416,,,,,,,
2025-10-05 23:42:15.973004,1,1909.090909090909,0.1566669911820805,0.01,0.1666669911820805,,,,,,,
2025-10-05 23:42:15.973004,1,2000.0,0.252537800942649,0.010357328438931375,0.2628951293815804,,,,,,,
2025-10-05 23:42:15.973004,1,2090.909090909091,0.2176563640603013,0.022996128046858813,0.2406524921071601,,,,,,,
2025-10-05 23:42:15.973004,1,2181.818181818182,0.3216675511862217,0.03073782115110557,0.35240537233732727,,,,,,,
2025-10-05 23:42:15.973004,1,2272.727272727273,0.3184162007043981,0.048964127727221585,0.36738032843161966,,,,,,,
2025-10-05 23:42:15.973004,1,2363.6363636363635,0.3059837249519061,0.06347060689898096,0.36945433185088705,,,,,,,
2025-10-05 23:42:15.973004,1,2454.5454545454545,0.2839206877071815,0.14477916979206185,0.42869985749924333,,,,,,,
2025-10-05 23:42:15.973004,1,2545.4545454545455,0.3733091072024421,0.1637186242261291,0.5370277314285712,,,,,,,
2025-10-05 23:42:15.973004,1,2636.363636363636,0.38408857089086906,0.06611522258079074,0.4502037934716598,,,,,,,
2025-10-05 23:42:15.973004,1,2727.272727272727,0.4617293644306388,0.0684327172757967,0.5301620817064354,,,,,,,
2025-10-05 23:42:15.973004,1,2818.181818181818,0.44172928775559794,0.11324814296973681,0.5549774307253348,,,,,,,
2025-10-05 23:42:15.973004,1,2909.090909090909,0.4000093896257809,0.09422633895467511,0.49423572858045606,,,,,,,
2025-10-05 23:42:15.973004,1,3000.0,0.4233543214359615,0.09773624722165604,0.5210905686576176,,,,,,,
2025-10-05 23:42:15.973004,1,3090.909090909091,0.5119331667631362,0.10925654641925726,0.6211897131823935,,,,,,,
2025-10-05 23:42:15.973004,1,3181.818181818182,0.5444112111954281,0.10880851263683108,0.6532197238322592,,,,,,,
2025-10-05 23:42:15.973004,1,3272.7272727272725,0.4936546339238345,0.12359284178898854,0.617247475712823,,,,,,,
2025-10-05 23:42:15.973004,1,3363.6363636363635,0.46335062557172146,0.09013030126637991,0.5534809268381014,,,,,,,
2025-10-05 23:42:15.973004,1,3454.5454545454545,0.4947054003591099,0.0806859654029998,0.5753913657621097,,,,,,,
2025-10-05 23:42:15.973004,1,3545.4545454545455,0.5169221414478422,0.13080094336034714,0.6477230848081894,,,,,,,
2025-10-05 23:42:15.973004,1,3636.3636363636365,0.5198066055500858,0.1093577315067685,0.6291643370568544,,,,,,,
2025-10-05 23:42:15.973004,1,3727.272727272727,0.4943275594920325,0.10675177892736437,0.6010793384193969,,,,,,,
2025-10-05 23:42:15.973004,1,3818.181818181818,0.38559600768657143,0.106782128978725,0.4923781366652964,,,,,,,
2025-10-05 23:42:15.973004,1,3909.090909090909,0.368918146378551,0.10220759707448739,0.4711257434530384,,,,,,,
2025-10-05 23:42:15.973004,1,4000.0,0.5109478154803072,0.11769519288282726,0.6286430083631345,,,,,,,
2025-10-05 23:42:15.973004,1,4090.909090909091,0.4642473238156882,0.10348546939051168,0.5677327932061998,,,,,,,
2025-10-05 23:42:15.973004,1,4181.818181818182,0.3899283253939355,0.08419594227126222,0.4741242676651977,,,,,,,
2025-10-05 23:42:15.973004,1,4272.727272727272,0.2803398272474491,0.10703594833866985,0.38737577558611896,,,,,,,
2025-10-05 23:42:15.973004,1,4363.636363636364,0.2671155260372941,0.09489038718817755,0.36200591322547165,,,,,,,
2025-10-05 23:42:15.973004,1,4454.545454545454,0.24153844848888456,0.09588936255253791,0.3374278110414225,,,,,,,
2025-10-05 23:42:15.973004,1,4545.454545454546,0.29916248200901246,0.08632504104190068,0.38548752305091316,,,,,,,
2025-10-05 23:42:15.973004,1,4636.363636363636,0.2826675220898794,0.07234907487925615,0.35501659696913557,,,,,,,
2025-10-05 23:42:15.973004,1,4727.272727272727,0.1983518950217964,0.08481646869383433,0.2831683637156307,,,,,,,
2025-10-05 23:42:15.973004,1,4818.181818181818,0.11530692575653537,0.06657686013232537,0.18188378588886073,,,,,,,
2025-10-05 23:42:15.973004,1,4909.090909090909,0.157773119863773,0.09953302889895672,0.2573061487627297,,,,,,,
2025-10-05 23:42:15.973004,1,5000.0,0.1742546662761808,0.19003539222129806,0.36429005849747886,,,,,,,
2025-10-05 23:42:15.973004,1,5090.909090909091,0.18043645160951488,0.06506793085152845,0.24550438246104334,,,,,,,
2025-10-05 23:42:15.973004,1,5181.818181818182,0.09715713016306428,0.04030173173038688,0.13745886189345116,,,,,,,
2025-10-05 23:42:15.973004,1,5272.727272727273,0.08628125973627221,0.012719526495389925,0.09900078623166214,,,,,,,
2025-10-05 23:42:15.973004,1,5363.636363636364,0.09658506565038633,0.019055419586354764,0.11564048523674109,,,,,,,
2025-10-05 23:42:15.973004,1,5454.545454545454,0.17028435866537833,0.01,0.18028435866537834,,,,,,,
2025-10-05 23:42:15.973004,1,5545.454545454545,0.14468357748123437,0.01127890831001845,0.15596248579125283,,,,,,,
2025-10-05 23:42:15.973004,1,5636.363636363636,0.10890858385477312,0.01,0.11890858385477311,,,,,,,
2025-10-05 23:42:15.973004,1,5727.272727272727,0.07630372539167181,0.01,0.0863037253916718,,,,,,,
2025-10-05 23:42:15.973004,1,5818.181818181818,0.08028505104523556,0.01,0.09028505104523556,,,,,,,
2025-10-05 23:42:15.973004,1,5909.090909090909,0.12467570088420925,0.01,0.13467570088420924,,,,,,,
2025-10-05 23:42:15.973004,1,6000.0,0.22691282437917787,0.01,0.23691282437917788,,,,,,,
2025-10-05 23:42:15.973004,1,6090.909090909091,0.11133972664140628,0.01,0.12133972664140627,,,,,,,
2025-10-05 23:42:15.973004,1,6181.818181818182,0.04152375116488838,0.01,0.05152375116488838,,,,,,,
2025-10-05 23:42:15.973004,1,6272.727272727273,0.07903925920315058,0.01,0.08903925920315058,,,,,,,
2025-10-05 23:42:15.973004,1,6363.636363636363,0.12318810766746044,0.01,0.13318810766746045,,,,,,,
2025-10-05 23:42:15.973004,1,6454.545454545454,0.16511202020512933,0.01,0.17511202020512934,,,,,,,
2025-10-05 23:42:15.973004,1,6545.454545454545,0.10145619446983115,0.01,0.11145619446983114,,,,,,,
2025-10-05 23:42:15.973004,1,6636.363636363636,0.01991543489177982,0.01,0.02991543489177982,,,,,,,
2025-10-05 23:42:15.973004,1,6727.272727272727,0.048463713637333886,0.01,0.05846371363733389,,,,,,,
2025-10-05 23:42:15.973004,1,6818.181818181818,0.09430531503019826,0.01,0.10430531503019826,,,,,,,
2025-10-05 23:42:15.973004,1,6909.090909090909,0.17262868802974096,0.01,0.18262868802974097,,,,,,,
2025-10-05 23:42:15.973004,1,7000.0,0.08857167633204657,0.01,0.09857167633204657,,,,,,,
2025-10-05 23:42:15.973004,1,7090.909090909091,0.05736605601969775,0.01,0.06736605601969775,,,,,,,
2025-10-05 23:42:15.973004,1,7181.818181818182,0.042674319260241754,0.01,0.052674319260241756,,,,,,,
2025-10-05 23:42:15.973004,1,7272.727272727273,0.07940648126235993,0.01,0.08940648126235992,,,,,,,
2025-10-05 23:42:15.973004,1,7363.636363636363,0.1538575489078243,0.01,0.1638575489078243,,,,,,,
2025-10-05 23:42:15.973004,1,7454.545454545454,0.15598883097834776,0.06797188987020401,0.2239607208485518,,,,,,,
2025-10-05 23:42:15.973004,1,7545.454545454545,0.0920229380811298,0.08584414555402059,0.17786708363515039,,,,,,,
2025-10-05 23:42:15.973004,1,7636.363636363636,0.06976261269091803,0.01,0.07976261269091803,,,,,,,
2025-10-05 23:42:15.973004,1,7727.272727272727,0.12134413807396123,0.01,0.13134413807396123,,,,,,,
2025-10-05 23:42:15.973004,1,7818.181818181818,0.13435654572632982,0.01,0.14435654572632983,,,,,,,
2025-10-05 23:42:15.973004,1,7909.090909090909,0.1180218012991426,0.01,0.1280218012991426,,,,,,,
2025-10-05 23:42:15.973004,1,8000.0,0.21066069023353784,0.01,0.22066069023353785,,,,,,,
2025-10-05 23:42:15.973004,1,8090.909090909091,0.025261977311680263,0.01,0.035261977311680265,,,,,,,
2025-10-05 23:42:15.973004,1,8181.818181818182,0.06915825933535534,0.01,0.07915825933535534,,,,,,,
2025-10-05 23:42:15.973004,1,8272.727272727272,0.1453159022645618,0.030972759978691915,0.17628866224325374,,,,,,,
2025-10-05 23:42:15.973004,1,8363.636363636364,0.11484822622050833,0.0139541459031663,0.12880237212367462,,,,,,,
2025-10-05 23:42:15.973004,1,8454.545454545454,0.07533598378527823,0.028421720119463877,0.10375770390474211,,,,,,,
2025-10-05 23:42:15.973004,1,8545.454545454544,0.034483101508357664,0.05087977377777933,0.085362875286137,,,,,,,
2025-10-05 23:42:15.973004,1,8636.363636363636,0.07762673563657163,0.0517158965095471,0.12934263214611874,,,,,,,
2025-10-05 23:42:15.973004,1,8727.272727272728,0.10458675438002078,0.07001985139132604,0.17460660577134682,,,,,,,
2025-10-05 23:42:15.973004,1,8818.181818181818,0.14876550000335012,0.07306593292660704,0.22183143292995716,,,,,,,
2025-10-05 23:42:15.973004,1,8909.090909090908,0.10861180157654976,0.10060558782120556,0.2092173893977553,,,,,,,
2025-10-05 23:42:15.973004,1,9000.0,0.06774655344470662,0.2470083541962748,0.3147549076409814,,,,,,,
2025-10-05 23:42:15.973004,1,9090.909090909092,0.04917561335366956,0.12919612509934997,0.1783717384530195,,,,,,,
2025-10-05 23:42:15.973004,1,9181.818181818182,0.10511728979494381,0.07432952223604578,0.17944681203098958,,,,,,,
2025-10-05 23:42:15.973004,1,9272.727272727272,0.14863612916615265,0.0991746268405641,0.24781075600671676,,,,,,,
2025-10-05 23:42:15.973004,1,9363.636363636364,0.10518400946822094,0.0868602526554762,0.19204426212369713,,,,,,,
2025-10-05 23:42:15.973004,1,9454.545454545454,0.06111632602530657,0.11101794634127417,0.17213427236658074,,,,,,,
2025-10-05 23:42:15.973004,1,9545.454545454546,0.06144433556723721,0.10680887201376829,0.1682532075810055,,,,,,,
2025-10-05 23:42:15.973004,1,9636.363636363636,0.11733324872947148,0.08964858597996177,0.20698183470943327,,,,,,,
2025-10-05 23:42:15.973004,1,9727.272727272728,0.19149268581528703,0.10797208882828024,0.29946477464356724,,,,,,,
2025-10-05 23:42:15.973004,1,9818.181818181818,0.12593996116470713,0.08529296665768982,0.21123292782239694,,,,,,,
2025-10-05 23:42:15.973004,1,9909.090909090908,0.06890905089087146,0.09548010893040017,0.1643891598212716,,,,,,,
