frequency,amplitude,timestamp
1820.8884752844683,0.6972230308929095,1759699973.9041011
3641.7769505689366,0.20916690926787285,1759699973.9041011
5462.665425853405,0.1394446061785819,1759699973.9041011
9126.515586507718,0.10400887297122684,1759699973.9041011
1146.7551298142216,0.08539348152725296,1759699973.9041011
2859.4422568219247,0.11184988935412866,1759699973.9041011
3434.5173020950074,0.053453310436505946,1759699973.9041011
1672.5315997032149,0.5894967730393714,1759699974.0107799
3345.0631994064297,0.17684903191181142,1759699974.0107799
5017.594799109645,0.11789935460787428,1759699974.0107799
9756.500591503802,0.11055695840542275,1759699974.0107799
6180.961152825737,0.10767592747328159,1759699974.0107799
5526.610883111177,0.08433490388007714,1759699974.0107799
1710.983447786595,0.5378662519837306,1759699974.113709
3421.96689557319,0.1613598755951192,1759699974.113709
5132.950343359785,0.10757325039674612,1759699974.113709
1337.9798918608165,0.07377787875910666,1759699974.113709
4928.1934792528755,0.13836501983461813,1759699974.113709
1292.2862180232637,0.12293864611183825,1759699974.113709
1591.0822715521824,0.48308449121810315,1759699974.219079
3182.164543104365,0.14492534736543095,1759699974.219079
4773.246814656547,0.09661689824362062,1759699974.219079
6884.298112492754,0.08381455237685018,1759699974.219079
4028.957249883248,0.14680649611029586,1759699974.219079
7247.075155706806,0.13632127010366582,1759699974.219079
1486.2641119267341,0.3579785026300053,1759699974.324188
2972.5282238534683,0.10739355078900159,1759699974.324188
4458.792335780203,0.07159570052600106,1759699974.324188
5367.158877849879,0.06056258031403562,1759699974.324188
3421.5980301632962,0.09757288594310612,1759699974.324188
1488.8022473731253,0.32861478136809497,1759699974.428591
2977.6044947462506,0.09858443441042848,1759699974.428591
4466.406742119376,0.06572295627361899,1759699974.428591
1278.758923706901,0.1374202073481075,1759699974.428591
7760.632763432867,0.05823769612646723,1759699974.428591
1356.036961124247,0.2589493675673312,1759699974.5296278
2712.073922248494,0.07768481027019937,1759699974.5296278
4068.1108833727412,0.05178987351346624,1759699974.5296278
1032.0456294255698,0.13024038345219155,1759699974.5296278
2376.3153310507255,0.09807010703938936,1759699974.5296278
9867.932429965573,0.087871911750625,1759699974.5296278
8122.011874351099,0.05831171806507571,1759699974.5296278
1253.1279846349642,0.2703539469126577,1759699974.630524
2506.2559692699283,0.0811061840737973,1759699974.630524
3759.383953904892,0.054070789382531535,1759699974.630524
1430.9676773208046,0.14006553233210395,1759699974.630524
9202.180928434424,0.10245649590805778,1759699974.630524
4303.635940726525,0.08417614796126102,1759699974.630524
1309.179476502697,0.20358742709584882,1759699974.7356632
2618.358953005394,0.06107622812875464,1759699974.7356632
3927.538429508091,0.04071748541916976,1759699974.7356632
4286.024886307702,0.07478785948052846,1759699974.7356632
9276.066856389998,0.06559202010231786,1759699974.7356632
4599.1577382728565,0.05623163819038728,1759699974.7356632
9164.365455099956,0.1402092367396034,1759699974.7356632
1261.8952790276999,0.32559746848039706,1759699974.8408809
2523.7905580553997,0.09767924054411911,1759699974.8408809
3785.6858370830996,0.0651194936960794,1759699974.8408809
1914.3769269860638,0.148334058784611,1759699974.8408809
5636.110638783626,0.08390369400474168,1759699974.8408809
9997.220181097395,0.05855520084680347,1759699974.8408809
1199.7814495989478,0.19502681097195684,1759699974.946103
2399.5628991978956,0.05850804329158705,1759699974.946103
3599.3443487968434,0.03900536219439137,1759699974.946103
1072.9451847262885,0.08888465993941067,1759699974.946103
9722.791986183305,0.08764640139911731,1759699974.946103
2390.749119866992,0.08439012284187888,1759699974.946103
1106.2786152854335,0.24697243227071025,1759699975.051266
2212.557230570867,0.07409172968121307,1759699975.051266
3318.8358458563007,0.04939448645414205,1759699975.051266
5358.371163369812,0.3268848982249236,1759699975.051266
2826.7687566908035,0.10538263117269393,1759699975.051266
2725.6556776547395,0.06300753095141258,1759699975.051266
2843.91649513144,0.09031069476779792,1759699975.051266
1707.096287949356,0.08140833055212562,1759699975.051266
1189.6333611615191,0.18654227819346672,1759699975.153128
2379.2667223230383,0.055962683458040015,1759699975.153128
3568.9000834845574,0.037308455638693346,1759699975.153128
5472.921846861191,0.42689001188707026,1759699975.153128
8666.581812965727,0.13633864257718992,1759699975.153128
6978.555404299568,0.0734464373850007,1759699975.153128
1101.0218632841204,0.06043939032200677,1759699975.153128
1196.5915927962849,0.29055803596467167,1759699975.2582889
2393.1831855925698,0.0871674107894015,1759699975.2582889
3589.7747783888544,0.05811160719293433,1759699975.2582889
5496.610502721562,0.522759717356653,1759699975.2582889
6184.172022347779,0.13967931045210366,1759699975.2582889
1157.5049554009481,0.14136935487503713,1759699975.2582889
5229.740395694139,0.10212888493570582,1759699975.2582889
1145.4280598424668,0.2888772032969859,1759699975.363512
2290.8561196849337,0.08666316098909577,1759699975.363512
3436.2841795274007,0.05777544065939717,1759699975.363512
5421.8678158777075,0.5854352202479258,1759699975.363512
7439.841182896185,0.1207504975693555,1759699975.363512
8385.821428555193,0.1296646470893815,1759699975.363512
5296.873858751111,0.11405731192477864,1759699975.363512
1311.2917526303058,0.13884180827212195,1759699975.363512
1018.4203901413445,0.3676810618427688,1759699975.4649642
2036.840780282689,0.11030431855283063,1759699975.4649642
3055.2611704240335,0.07353621236855375,1759699975.4649642
5263.368557347999,0.598482185037574,1759699975.4649642
4771.963779982549,0.1275391989576097,1759699975.4649642
6686.867091113128,0.12301610171368259,1759699975.4649642
8937.194876367932,0.0867121485228203,1759699975.4649642
5905.969782846743,0.13878756442166715,1759699975.4649642
1055.8403113951751,0.4163424349398081,1759699975.5755992
2111.6806227903503,0.12490273048194242,1759699975.5755992
3167.520934185525,0.08326848698796162,1759699975.5755992
5011.111821175553,0.5559329232300998,1759699975.5755992
3376.8725251744486,0.08925082545759518,1759699975.5755992
7098.504029275382,0.08922632205196837,1759699975.5755992
6356.45668372609,0.11801268588493463,1759699975.5755992
6513.306585746292,0.07104149577502215,1759699975.5755992
1000.0,0.4151234751824032,1759699975.684627
1971.3386361997239,0.12453704255472096,1759699975.684627
2957.007954299586,0.08302469503648065,1759699975.684627
4707.884212367713,0.4683952889748709,1759699975.684627
5404.350527509162,0.14574857778880104,1759699975.684627
2847.56676859594,0.10336846798842907,1759699975.684627
7571.003035324031,0.13748618048071284,1759699975.684627
1000.0,0.5246041414580797,1759699975.798023
1812.7462473932383,0.15738124243742388,1759699975.798023
2719.1193710898574,0.10492082829161593,1759699975.798023
4369.595841214783,0.35675213407052264,1759699975.798023
3504.2509887981823,1.1615494847562164,1759699975.798023
7176.6750507574325,0.1366586369876079,1759699975.798023
2925.118890762254,0.10249448936533283,1759699975.798023
2175.4677568220895,0.05211416882095085,1759699975.798023
4371.623326794553,0.11643896556527253,1759699975.798023
1043.3582711908462,0.5679204597876741,1759699975.910634
2086.7165423816923,0.17037613793630224,1759699975.910634
3130.0748135725385,0.11358409195753483,1759699975.910634
4048.3406571382698,0.2591962017833397,1759699975.910634
6860.280156054581,0.0648107297385157,1759699975.910634
