timestamp,frequency,audio_amplitude,radio_amplitude,combined_amplitude,spectral_centroid,spectral_bandwidth,total_energy,dominant_frequency_1,dominant_frequency_2,dominant_frequency_3
2025-10-05 23:49:00.256986,1000.0,0.24570744702548464,0.12103187858385683,0.36673932560934147,,,,,,
2025-10-05 23:49:00.256986,1090.909090909091,0.117245622287697,0.1156460720457349,0.2328916943334319,,,,,,
2025-10-05 23:49:00.256986,1181.8181818181818,0.17828329290764988,0.12787756260657054,0.30616085551422045,,,,,,
2025-10-05 23:49:00.256986,1272.7272727272727,0.17998642194101738,0.13282938098012073,0.3128158029211381,,,,,,
2025-10-05 23:49:00.256986,1363.6363636363635,0.1557901279987246,0.13087709005778494,0.2866672180565095,,,,,,
2025-10-05 23:49:00.256986,1454.5454545454545,0.1899791481851166,0.14207071848812497,0.33204986667324154,,,,,,
2025-10-05 23:49:00.256986,1545.4545454545455,0.15831873996633097,0.1289605528168691,0.2872792927832001,,,,,,
2025-10-05 23:49:00.256986,1636.3636363636365,0.18385115498866886,0.11644138034145034,0.3002925353301192,,,,,,
2025-10-05 23:49:00.256986,1727.2727272727273,0.15317715272169277,0.13517202747103815,0.2883491801927309,,,,,,
2025-10-05 23:49:00.256986,1818.181818181818,0.13152524087536563,0.13646338074234587,0.26798862161771153,,,,,,
2025-10-05 23:49:00.256986,1909.090909090909,0.25581194779314986,0.13349202581791753,0.3893039736110674,,,,,,
2025-10-05 23:49:00.256986,2000.0,0.28412093519897647,0.10808234838419092,0.39220328358316736,,,,,,
2025-10-05 23:49:00.256986,2090.909090909091,0.24671607330553758,0.10725330596367255,0.3539693792692101,,,,,,
2025-10-05 23:49:00.256986,2181.818181818182,0.26771761470501576,0.11415115188061427,0.38186876658563,,,,,,
2025-10-05 23:49:00.256986,2272.727272727273,0.22830683498838406,0.12594434935658202,0.35425118434496605,,,,,,
2025-10-05 23:49:00.256986,2363.6363636363635,0.34219328020584744,0.09661511580795765,0.43880839601380506,,,,,,
2025-10-05 23:49:00.256986,2454.5454545454545,0.30131254890765335,0.09218969847682001,0.39350224738447337,,,,,,
2025-10-05 23:49:00.256986,2545.4545454545455,0.3301100094662078,0.09217627187242292,0.42228628133863066,,,,,,
2025-10-05 23:49:00.256986,2636.363636363636,0.37250295065793637,0.08788265107732805,0.46038560173526444,,,,,,
2025-10-05 23:49:00.256986,2727.272727272727,0.32624234195950397,0.08394729277340991,0.41018963473291387,,,,,,
2025-10-05 23:49:00.256986,2818.181818181818,0.44311209338466157,0.06451752213056698,0.5076296155152286,,,,,,
2025-10-05 23:49:00.256986,2909.090909090909,0.42529563873473797,0.07043606928535674,0.4957317080200947,,,,,,
2025-10-05 23:49:00.256986,3000.0,0.42055671106340287,0.05102568563205771,0.4715823966954606,,,,,,
2025-10-05 23:49:00.256986,3090.909090909091,0.5273410960459346,0.054752476923956524,0.5820935729698912,,,,,,
2025-10-05 23:49:00.256986,3181.818181818182,0.4376945760957843,0.04185077404009114,0.47954535013587546,,,,,,
2025-10-05 23:49:00.256986,3272.7272727272725,0.5052383063746311,0.03537705297340797,0.5406153593480391,,,,,,
2025-10-05 23:49:00.256986,3363.6363636363635,0.5183683400174554,0.038123741065953266,0.5564920810834086,,,,,,
2025-10-05 23:49:00.256986,3454.5454545454545,0.44404081448025656,0.01,0.45404081448025657,,,,,,
2025-10-05 23:49:00.256986,3545.4545454545455,0.5738811125504646,0.018812730545473017,0.5926938430959376,,,,,,
2025-10-05 23:49:00.256986,3636.3636363636365,0.45958464120390663,0.011912157250332383,0.47149679845423903,,,,,,
2025-10-05 23:49:00.256986,3727.272727272727,0.5175832322607008,0.01,0.5275832322607008,,,,,,
2025-10-05 23:49:00.256986,3818.181818181818,0.5342738253397659,0.01,0.5442738253397659,,,,,,
2025-10-05 23:49:00.256986,3909.090909090909,0.4090462424219848,0.01,0.4190462424219848,,,,,,
2025-10-05 23:49:00.256986,4000.0,0.614639740191669,0.01,0.624639740191669,,,,,,
2025-10-05 23:49:00.256986,4090.909090909091,0.42967621209411594,0.01,0.43967621209411595,,,,,,
2025-10-05 23:49:00.256986,4181.818181818182,0.4272986041352752,0.01,0.4372986041352752,,,,,,
2025-10-05 23:49:00.256986,4272.727272727272,0.40659948829145826,0.01,0.41659948829145826,,,,,,
2025-10-05 23:49:00.256986,4363.636363636364,0.33782168082713454,0.01,0.34782168082713455,,,,,,
2025-10-05 23:49:00.256986,4454.545454545454,0.3689558250276632,0.01,0.37895582502766323,,,,,,
2025-10-05 23:49:00.256986,4545.454545454546,0.3409545242726995,0.01,0.3509545242726995,,,,,,
2025-10-05 23:49:00.256986,4636.363636363636,0.25645447072690436,0.01,0.26645447072690437,,,,,,
2025-10-05 23:49:00.256986,4727.272727272727,0.2950456858458395,0.01,0.3050456858458395,,,,,,
2025-10-05 23:49:00.256986,4818.181818181818,0.22618754652858616,0.01,0.23618754652858617,,,,,,
2025-10-05 23:49:00.256986,4909.090909090909,0.2556931840957339,0.01,0.2656931840957339,,,,,,
2025-10-05 23:49:00.256986,5000.0,0.25053079642122894,0.01,0.26053079642122895,,,,,,
2025-10-05 23:49:00.256986,5090.909090909091,0.15226627429894146,0.01,0.16226627429894147,,,,,,
2025-10-05 23:49:00.256986,5181.818181818182,0.24868856557064523,0.01,0.25868856557064523,,,,,,
2025-10-05 23:49:00.256986,5272.727272727273,0.1183299676394877,0.01,0.1283299676394877,,,,,,
2025-10-05 23:49:00.256986,5363.636363636364,0.20559187334067935,0.01,0.21559187334067936,,,,,,
2025-10-05 23:49:00.256986,5454.545454545454,0.17716182011189568,0.01,0.1871618201118957,,,,,,
2025-10-05 23:49:00.256986,5545.454545454545,0.07949979336473989,0.01,0.08949979336473989,,,,,,
2025-10-05 23:49:00.256986,5636.363636363636,0.2047785391315178,0.01,0.21477853913151781,,,,,,
2025-10-05 23:49:00.256986,5727.272727272727,0.1339752596598071,0.01,0.14397525965980712,,,,,,
2025-10-05 23:49:00.256986,5818.181818181818,0.1710459109597696,0.014646899362258905,0.1856928103220285,,,,,,
2025-10-05 23:49:00.256986,5909.090909090909,0.17894626433558086,0.020921681567231027,0.1998679459028119,,,,,,
2025-10-05 23:49:00.256986,6000.0,0.19357266873981432,0.012106700130375916,0.20567936887019023,,,,,,
2025-10-05 23:49:00.256986,6090.909090909091,0.20762345500502355,0.03928578615628157,0.2469092411613051,,,,,,
2025-10-05 23:49:00.256986,6181.818181818182,0.13070386687242905,0.04673732524085323,0.17744119211328227,,,,,,
2025-10-05 23:49:00.256986,6272.727272727273,0.14885237540492424,0.05069014450013331,0.19954251990505756,,,,,,
2025-10-05 23:49:00.256986,6363.636363636363,0.20565038946926079,0.06425431738940476,0.2699047068586655,,,,,,
2025-10-05 23:49:00.256986,6454.545454545454,0.12012894336321114,0.07508399565040409,0.19521293901361525,,,,,,
2025-10-05 23:49:00.256986,6545.454545454545,0.17175429999454958,0.07629270041851291,0.2480470004130625,,,,,,
2025-10-05 23:49:00.256986,6636.363636363636,0.13568836331475445,0.07714156878023458,0.21282993209498902,,,,,,
2025-10-05 23:49:00.256986,6727.272727272727,0.14197626458002444,0.08880128661704093,0.23077755119706536,,,,,,
2025-10-05 23:49:00.256986,6818.181818181818,0.1839789712647747,0.08207371577545867,0.2660526870402334,,,,,,
2025-10-05 23:49:00.256986,6909.090909090909,0.11187941371553306,0.11774305026752133,0.2296224639830544,,,,,,
2025-10-05 23:49:00.256986,7000.0,0.18590636120121384,0.09014806950166775,0.2760544307028816,,,,,,
2025-10-05 23:49:00.256986,7090.909090909091,0.14913868720107362,0.1109968706609923,0.26013555786206594,,,,,,
2025-10-05 23:49:00.256986,7181.818181818182,0.11613898617014595,0.12113383783238722,0.2372728240025332,,,,,,
2025-10-05 23:49:00.256986,7272.727272727273,0.19638398634343715,0.13419007245114722,0.33057405879458435,,,,,,
2025-10-05 23:49:00.256986,7363.636363636363,0.12476393301346858,0.11177341675793818,0.23653734977140678,,,,,,
2025-10-05 23:49:00.256986,7454.545454545454,0.18866426760302324,0.12498993013007009,0.31365419773309333,,,,,,
2025-10-05 23:49:00.256986,7545.454545454545,0.16766106741358974,0.12346776435982659,0.2911288317734163,,,,,,
2025-10-05 23:49:00.256986,7636.363636363636,0.13136373031170312,0.12295588196165465,0.25431961227335775,,,,,,
2025-10-05 23:49:00.256986,7727.272727272727,0.21586734068544616,0.13439194373487207,0.35025928442031823,,,,,,
2025-10-05 23:49:00.256986,7818.181818181818,0.14597631530315847,0.11228106465680493,0.2582573799599634,,,,,,
2025-10-05 23:49:00.256986,7909.090909090909,0.16741704888720652,0.12296803569689795,0.29038508458410445,,,,,,
2025-10-05 23:49:00.256986,8000.0,0.2747090244824607,0.13064782279835993,0.40535684728082066,,,,,,
2025-10-05 23:49:00.256986,8090.909090909091,0.09388703289443819,0.12572829872776406,0.21961533162220226,,,,,,
2025-10-05 23:49:00.256986,8181.818181818182,0.21667425859561412,0.11754870721798788,0.334222965813602,,,,,,
2025-10-05 23:49:00.256986,8272.727272727272,0.12406618768054573,0.1284106750028669,0.25247686268341263,,,,,,
2025-10-05 23:49:00.256986,8363.636363636364,0.1282410048237139,0.11974608155098593,0.24798708637469982,,,,,,
2025-10-05 23:49:00.256986,8454.545454545454,0.18585016680693806,0.1272501187672365,0.3131002855741746,,,,,,
2025-10-05 23:49:00.256986,8545.454545454544,0.0808319550033179,0.07951713030263599,0.16034908530595388,,,,,,
2025-10-05 23:49:00.256986,8636.363636363636,0.19322624308400393,0.10816369074598958,0.3013899338299935,,,,,,
2025-10-05 23:49:00.256986,8727.272727272728,0.11656485241719272,0.09619860082784269,0.21276345324503543,,,,,,
2025-10-05 23:49:00.256986,8818.181818181818,0.1123267051137631,0.08837686383241285,0.20070356894617594,,,,,,
