timestamp,pattern_type,active_layers,topology_indicators,leakage_indicators,confidence,fft_correlation
2025-10-06 00:08:39.643645,layered_network_activity,"['network_layer', 'transport_layer']",[],[],0.2,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'data_link_layer': np.float64(1.4051245167861393), 'network_layer': np.float64(1.5486559034482574), 'transport_layer': np.float64(1.8661166150338409), 'session_layer': np.float64(1.4694586638927398), 'presentation_layer': np.float64(0.9789204263640586), 'application_layer': np.float64(0.7442394592052268)}, 'harmonic_relationships': []}"
2025-10-06 00:08:40.020866,layered_network_activity,"['data_link_layer', 'network_layer', 'transport_layer']","[{'type': 'multi_layer_activity', 'active_layers': ['data_link_layer', 'network_layer', 'transport_layer'], 'layer_count': 3, 'topology_confidence': 0.42857142857142855}]",[],0.4285714285714286,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'data_link_layer': np.float64(1.643014593876036), 'network_layer': np.float64(1.7703988825115127), 'transport_layer': np.float64(2.02577648040453), 'session_layer': np.float64(1.319849177999299), 'presentation_layer': np.float64(0.7318775128013653), 'application_layer': np.float64(0.7636485225569596)}, 'harmonic_relationships': []}"
2025-10-06 00:08:40.370395,layered_network_activity,"['data_link_layer', 'network_layer', 'transport_layer']","[{'type': 'multi_layer_activity', 'active_layers': ['data_link_layer', 'network_layer', 'transport_layer'], 'layer_count': 3, 'topology_confidence': 0.42857142857142855}]",[],0.4285714285714286,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(0.639578231317372), 'data_link_layer': np.float64(1.649442792726828), 'network_layer': np.float64(1.774731731318036), 'transport_layer': np.float64(2.0157186583496998), 'session_layer': np.float64(0.6958545609885852), 'presentation_layer': np.float64(0.5649163335076383), 'application_layer': np.float64(0.8412216096714855)}, 'harmonic_relationships': []}"
2025-10-06 00:08:40.678708,layered_network_activity,"['data_link_layer', 'network_layer', 'transport_layer']","[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.592714046126092)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(3.6073028217553)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(4.536492388541495)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(3.079302367038517)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(2.1068548515533823)}, {'type': 'multi_layer_activity', 'active_layers': ['data_link_layer', 'network_layer', 'transport_layer'], 'layer_count': 3, 'topology_confidence': 0.42857142857142855}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(0.9994261010606883), 'data_link_layer': np.float64(1.5269862826004392), 'network_layer': np.float64(2.303718953246688), 'transport_layer': np.float64(1.8135638527019433), 'session_layer': np.float64(0.5580912570157813), 'presentation_layer': np.float64(0.5424660376189763), 'application_layer': np.float64(1.0549070841047143)}, 'harmonic_relationships': []}"
2025-10-06 00:08:40.998538,layered_network_activity,"['data_link_layer', 'network_layer']","[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(3.27760951778624)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(3.001863765483169)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(3.6469125147227204)}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(1.0814331989521841), 'data_link_layer': np.float64(1.6811560018073817), 'network_layer': np.float64(1.868595612808192), 'transport_layer': np.float64(1.1960264693659166), 'session_layer': np.float64(0.6099897348675384), 'presentation_layer': np.float64(0.6164032793740855), 'application_layer': np.float64(1.0541870241161402)}, 'harmonic_relationships': []}"
2025-10-06 00:08:41.297940,layered_network_activity,['data_link_layer'],"[{'type': 'layer_coupling', 'primary_layer': 'physical_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(1.9469084383646993)}, {'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(3.668875829840594)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.6555620673371885)}]",[],0.9271346335542483,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(1.2023927985507101), 'data_link_layer': np.float64(1.850772121008023), 'network_layer': np.float64(0.9412171299515962), 'transport_layer': np.float64(1.339603864447939), 'session_layer': np.float64(0.6856529337518277), 'presentation_layer': np.float64(0.8495049115834182), 'application_layer': np.float64(1.0298720916152657)}, 'harmonic_relationships': []}"
2025-10-06 00:08:41.592007,layered_network_activity,"['data_link_layer', 'application_layer']","[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'physical_layer', 'coupling_strength': np.float64(1.772658812294727)}, {'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.760844050580218)}]",[],0.6533502862874945,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(1.1551595362954208), 'data_link_layer': np.float64(1.6197283294848992), 'network_layer': np.float64(0.9122502516192234), 'transport_layer': np.float64(1.0238992843298498), 'session_layer': np.float64(0.7261702790992559), 'presentation_layer': np.float64(0.8728855541246197), 'application_layer': np.float64(1.511831821440415)}, 'harmonic_relationships': []}"
2025-10-06 00:08:42.477661,layered_network_activity,"['network_layer', 'transport_layer']","[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'physical_layer', 'coupling_strength': np.float64(1.7138218746774168)}, {'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(1.645772398299836)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(2.264561866229217)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(1.952950518392206)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(1.929846027261271)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(1.8963989527113565)}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(0.8455492804202952), 'data_link_layer': np.float64(1.4866197150362765), 'network_layer': np.float64(1.6229988630342869), 'transport_layer': np.float64(1.743222303445364), 'session_layer': np.float64(1.1986315398531133), 'presentation_layer': np.float64(0.8391713446947503), 'application_layer': np.float64(0.5474465472115495)}, 'harmonic_relationships': []}"
2025-10-06 00:08:42.773261,layered_network_activity,"['data_link_layer', 'network_layer', 'transport_layer']","[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'physical_layer', 'coupling_strength': np.float64(1.7041131053854996)}, {'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.181993994420697)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(2.4153541860048953)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(2.580105491397942)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.619425239742061)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(2.4272209652319137)}, {'type': 'layer_coupling', 'primary_layer': 'session_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(1.983296240502376)}, {'type': 'multi_layer_activity', 'active_layers': ['data_link_layer', 'network_layer', 'transport_layer'], 'layer_count': 3, 'topology_confidence': 0.42857142857142855}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'data_link_layer': np.float64(1.6235401013186475), 'network_layer': np.float64(1.78792584813631), 'transport_layer': np.float64(1.9490163263517686), 'session_layer': np.float64(1.3743572209462234), 'presentation_layer': np.float64(0.6012064628707783)}, 'harmonic_relationships': []}"
2025-10-06 00:08:43.062839,layered_network_activity,"['data_link_layer', 'network_layer', 'transport_layer']","[{'type': 'layer_coupling', 'primary_layer': 'data_link_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.66063161373221)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'data_link_layer', 'coupling_strength': np.float64(2.4698554190759574)}, {'type': 'layer_coupling', 'primary_layer': 'network_layer', 'coupled_layer': 'transport_layer', 'coupling_strength': np.float64(3.0076669047875133)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'network_layer', 'coupling_strength': np.float64(2.8994567147309986)}, {'type': 'layer_coupling', 'primary_layer': 'transport_layer', 'coupled_layer': 'session_layer', 'coupling_strength': np.float64(2.448572722057055)}, {'type': 'multi_layer_activity', 'active_layers': ['data_link_layer', 'network_layer', 'transport_layer'], 'layer_count': 3, 'topology_confidence': 0.42857142857142855}]",[],1.0,"{'dominant_frequencies_in_layers': [], 'spectral_energy_distribution': {'physical_layer': np.float64(0.5021842741250808), 'data_link_layer': np.float64(1.674573032726493), 'network_layer': np.float64(1.7623456517814902), 'transport_layer': np.float64(1.8248869926172986), 'session_layer': np.float64(1.0307506390427492), 'presentation_layer': np.float64(0.5494137864604659), 'application_layer': np.float64(0.7267633010215939)}, 'harmonic_relationships': []}"
