type,timestamp,confidence
rhythmic_pattern,2025-10-06 00:09:01.604666,0.7
sustained_mid_band,2025-10-06 00:09:01.900158,0.6599999999999999
rhythmic_pattern,2025-10-06 00:09:01.900158,0.7
sustained_mid_band,2025-10-06 00:09:02.197096,0.64
rhythmic_pattern,2025-10-06 00:09:02.197096,0.7
sustained_mid_band,2025-10-06 00:09:02.494356,0.62
rhythmic_pattern,2025-10-06 00:09:02.494356,0.7
sustained_mid_band,2025-10-06 00:09:02.812075,0.6
rhythmic_pattern,2025-10-06 00:09:02.812075,0.7
sustained_mid_band,2025-10-06 00:09:03.114652,0.62
rhythmic_pattern,2025-10-06 00:09:03.114652,0.7
sustained_mid_band,2025-10-06 00:09:03.418594,0.6
rhythmic_pattern,2025-10-06 00:09:03.418594,0.7
sustained_mid_band,2025-10-06 00:09:03.740834,0.54
rhythmic_pattern,2025-10-06 00:09:03.740834,0.7
speech_burst,2025-10-06 00:09:03.740834,0.7502143287508111
sustained_mid_band,2025-10-06 00:09:04.043455,0.5599999999999999
rhythmic_pattern,2025-10-06 00:09:04.043455,0.7
speech_burst,2025-10-06 00:09:04.043455,0.5106112018655922
sustained_mid_band,2025-10-06 00:09:04.352749,0.58
rhythmic_pattern,2025-10-06 00:09:04.352749,0.7
rhythmic_pattern,2025-10-06 00:09:04.646665,0.7
rhythmic_pattern,2025-10-06 00:09:04.969718,0.7
rhythmic_pattern,2025-10-06 00:09:05.269588,0.7
rhythmic_pattern,2025-10-06 00:09:05.567967,0.7
rhythmic_pattern,2025-10-06 00:09:05.867440,0.7
sustained_mid_band,2025-10-06 00:09:06.187806,0.58
rhythmic_pattern,2025-10-06 00:09:06.187806,0.7
sustained_mid_band,2025-10-06 00:09:06.488625,0.6
rhythmic_pattern,2025-10-06 00:09:06.488625,0.7
sustained_mid_band,2025-10-06 00:09:06.783715,0.62
rhythmic_pattern,2025-10-06 00:09:06.783715,0.7
sustained_mid_band,2025-10-06 00:09:07.094981,0.6
rhythmic_pattern,2025-10-06 00:09:07.094981,0.7
sustained_mid_band,2025-10-06 00:09:07.392908,0.6
rhythmic_pattern,2025-10-06 00:09:07.392908,0.7
sustained_mid_band,2025-10-06 00:09:07.689050,0.6
rhythmic_pattern,2025-10-06 00:09:07.689050,0.7
sustained_mid_band,2025-10-06 00:09:07.997691,0.62
rhythmic_pattern,2025-10-06 00:09:07.997691,0.7
sustained_mid_band,2025-10-06 00:09:08.319630,0.6599999999999999
rhythmic_pattern,2025-10-06 00:09:08.319630,0.7
sustained_mid_band,2025-10-06 00:09:08.620874,0.6799999999999999
rhythmic_pattern,2025-10-06 00:09:08.620874,0.7
sustained_mid_band,2025-10-06 00:09:08.916118,0.6599999999999999
rhythmic_pattern,2025-10-06 00:09:08.916118,0.7
sustained_mid_band,2025-10-06 00:09:09.209547,0.64
rhythmic_pattern,2025-10-06 00:09:09.209547,0.7
sustained_mid_band,2025-10-06 00:09:09.527278,0.64
rhythmic_pattern,2025-10-06 00:09:09.527278,0.7
