timestamp,frequency,audio_amplitude,radio_amplitude,combined_amplitude,audio_peaks_total,audio_peaks_low_band,audio_peaks_mid_band,audio_peaks_high_band,peak_frequency_1,peak_frequency_2,peak_frequency_3,peak_frequency_4,peak_frequency_5,spectral_centroid,spectral_bandwidth,total_energy,dominant_frequency_1,dominant_frequency_2,dominant_frequency_3
2025-10-06 00:08:39.643645,1000.0,0.15433423850705325,0.014050913574521307,0.16838515208157456,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,1090.909090909091,0.13598660347690356,0.01,0.14598660347690356,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,1181.8181818181818,0.1432343962201909,0.01,0.15323439622019092,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,1272.7272727272727,0.11498065738657588,0.01,0.12498065738657588,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,1363.6363636363635,0.0904362936657436,0.02132398397871496,0.11176027764445856,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,1454.5454545454545,0.0748627985194592,0.14104474775298226,0.21590754627244146,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,1545.4545454545455,0.01,0.1058728204993193,0.1158728204993193,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,1636.3636363636365,0.03281408418982525,0.01,0.042814084189825255,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,1727.2727272727273,0.039797427327056406,0.01,0.04979742732705641,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,1818.181818181818,0.047202989743549445,0.01,0.05720298974354945,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,1909.090909090909,0.10995350433651589,0.01,0.11995350433651589,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,2000.0,0.2333605192337223,0.01,0.24336051923372232,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,2090.909090909091,0.1435898996249509,0.01,0.1535898996249509,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
2025-10-06 00:08:39.643645,2181.818181818182,0.16639870742817062,0.01,0.17639870742817063,3,0,3,0,3181.818181818182,4000.0,4818.181818181818,0.0,0.0,,,,,,
