timestamp,channel_type,confidence,description,layers_involved
2025-10-06 00:16:09.875384,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:10.175466,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:10.502418,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:10.811555,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:11.122891,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:11.461219,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:11.765649,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:12.078790,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:12.398025,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:12.737305,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:13.058295,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:13.376989,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:13.684469,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:14.008788,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:14.315234,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:14.620374,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:14.956922,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:15.268637,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:15.587880,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:15.900932,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:16.234891,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:16.549836,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:16.864270,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:17.177565,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:17.506697,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:17.811392,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:18.117467,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:18.447564,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:18.757846,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:19.074302,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:19.388803,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:19.722945,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:20.032105,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:20.344288,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:20.652561,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:20.984527,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:21.298023,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:21.620034,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:21.945267,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:22.254465,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:22.557189,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:22.864895,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:23.189372,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:23.498434,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:23.807415,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:24.123654,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:24.463432,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:24.779969,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:25.086011,timing_channel,0.6,Unusually regular timing patterns detected,[]
2025-10-06 00:16:25.398509,timing_channel,0.6,Unusually regular timing patterns detected,[]
