type,timestamp,confidence
rhythmic_pattern,2025-10-05 23:56:59.606143,0.7
rhythmic_pattern,2025-10-05 23:56:59.911207,0.7
sustained_mid_band,2025-10-05 23:57:00.233842,0.6799999999999999
rhythmic_pattern,2025-10-05 23:57:00.233842,0.7
sustained_mid_band,2025-10-05 23:57:00.542471,0.7
rhythmic_pattern,2025-10-05 23:57:00.542471,0.7
sustained_mid_band,2025-10-05 23:57:00.847300,0.7
rhythmic_pattern,2025-10-05 23:57:00.847300,0.7
sustained_mid_band,2025-10-05 23:57:01.168571,0.6799999999999999
sustained_mid_band,2025-10-05 23:57:01.766380,0.64
rhythmic_pattern,2025-10-05 23:57:01.766380,0.7
rhythmic_pattern,2025-10-05 23:57:02.068246,0.7
sustained_mid_band,2025-10-05 23:57:02.385027,0.58
rhythmic_pattern,2025-10-05 23:57:02.385027,0.7
sustained_mid_band,2025-10-05 23:57:02.684541,0.54
rhythmic_pattern,2025-10-05 23:57:02.684541,0.7
sustained_mid_band,2025-10-05 23:57:02.989456,0.54
rhythmic_pattern,2025-10-05 23:57:02.989456,0.7
sustained_mid_band,2025-10-05 23:57:03.303104,0.54
rhythmic_pattern,2025-10-05 23:57:03.303104,0.7
sustained_mid_band,2025-10-05 23:57:03.626122,0.5599999999999999
rhythmic_pattern,2025-10-05 23:57:03.626122,0.7
sustained_mid_band,2025-10-05 23:57:03.938210,0.58
rhythmic_pattern,2025-10-05 23:57:03.938210,0.7
sustained_mid_band,2025-10-05 23:57:04.249923,0.58
rhythmic_pattern,2025-10-05 23:57:04.249923,0.7
sustained_mid_band,2025-10-05 23:57:04.571650,0.58
rhythmic_pattern,2025-10-05 23:57:04.571650,0.7
sustained_mid_band,2025-10-05 23:57:04.875478,0.58
rhythmic_pattern,2025-10-05 23:57:04.875478,0.7
sustained_mid_band,2025-10-05 23:57:05.178143,0.6
rhythmic_pattern,2025-10-05 23:57:05.178143,0.7
sustained_mid_band,2025-10-05 23:57:05.478898,0.6
rhythmic_pattern,2025-10-05 23:57:05.478898,0.7
sustained_mid_band,2025-10-05 23:57:05.801868,0.58
rhythmic_pattern,2025-10-05 23:57:05.801868,0.7
sustained_mid_band,2025-10-05 23:57:06.106107,0.54
rhythmic_pattern,2025-10-05 23:57:06.106107,0.7
sustained_mid_band,2025-10-05 23:57:06.410230,0.52
rhythmic_pattern,2025-10-05 23:57:06.410230,0.7
sustained_mid_band,2025-10-05 23:57:06.712337,0.48
rhythmic_pattern,2025-10-05 23:57:06.712337,0.7
sustained_mid_band,2025-10-05 23:57:07.033315,0.48
rhythmic_pattern,2025-10-05 23:57:07.033315,0.7
sustained_mid_band,2025-10-05 23:57:07.338081,0.52
rhythmic_pattern,2025-10-05 23:57:07.338081,0.7
sustained_mid_band,2025-10-05 23:57:07.643275,0.5599999999999999
rhythmic_pattern,2025-10-05 23:57:07.643275,0.7
sustained_mid_band,2025-10-05 23:57:07.971457,0.58
rhythmic_pattern,2025-10-05 23:57:07.971457,0.7
