timestamp,frequency,audio_amplitude,radio_amplitude,combined_amplitude,audio_peaks_total,audio_peaks_low_band,audio_peaks_mid_band,audio_peaks_high_band,peak_frequency_1,peak_frequency_2,peak_frequency_3,peak_frequency_4,peak_frequency_5,spectral_centroid,spectral_bandwidth,total_energy,dominant_frequency_1,dominant_frequency_2,dominant_frequency_3
2025-10-05 23:56:37.539967,1000.0,0.03538755659052477,0.01,0.04538755659052477,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,1090.909090909091,0.0376708948127538,0.01,0.0476708948127538,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,1181.8181818181818,0.01,0.01,0.02,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,1272.7272727272727,0.03295165566601195,0.01,0.04295165566601195,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,1363.6363636363635,0.01,0.01,0.02,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,1454.5454545454545,0.05987976310493263,0.10461139919091633,0.16449116229584895,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,1545.4545454545455,0.05857944615825407,0.10659279303302126,0.16517223919127533,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,1636.3636363636365,0.07422283932895289,0.01,0.08422283932895289,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,1727.2727272727273,0.12396536172497427,0.01,0.13396536172497428,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,1818.181818181818,0.15668809370275846,0.01,0.16668809370275847,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,1909.090909090909,0.18699828463586385,0.01,0.19699828463586386,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,2000.0,0.3418840796329446,0.01,0.3518840796329446,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,2090.909090909091,0.28796623338740635,0.01,0.29796623338740635,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,2181.818181818182,0.30550902314629264,0.01617575725047922,0.32168478039677184,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,2272.727272727273,0.32248908268144805,0.01,0.33248908268144806,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,2363.6363636363635,0.33454194001635096,0.03345751473550743,0.3679994547518584,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,2454.5454545454545,0.34357205491152826,0.16073733930599543,0.5043093942175236,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,2545.4545454545455,0.22907670606174413,0.17595010138152317,0.4050268074432673,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,2636.363636363636,0.24899115201209607,0.06082773328702647,0.30981888529912255,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,2727.272727272727,0.23060215137979637,0.05619697686262378,0.28679912824242015,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,2818.181818181818,0.26801307121247975,0.04537150011110709,0.3133845713235868,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,2909.090909090909,0.3194285739135024,0.08359182571386489,0.40302039962736724,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,3000.0,0.3108724493200609,0.058116244520763014,0.36898869384082394,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,3090.909090909091,0.32954487232877333,0.0764898498554141,0.40603472218418746,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,3181.818181818182,0.337904294060664,0.09713749725377491,0.43504179131443893,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,3272.7272727272725,0.39330063162589807,0.10210138395225156,0.4954020155781496,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,3363.6363636363635,0.3817706890884877,0.07646178784629544,0.45823247693478314,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,3454.5454545454545,0.45513077816852576,0.10424576035797753,0.5593765385265033,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,3545.4545454545455,0.47693446790003824,0.1328179302770238,0.6097523981770621,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,3636.3636363636365,0.46928401033043277,0.10656358748268031,0.5758475978131131,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,3727.272727272727,0.45099043141913764,0.12612522363014378,0.5771156550492814,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,3818.181818181818,0.417060144242054,0.12434600484246941,0.5414061490845234,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
2025-10-05 23:56:37.539967,3909.090909090909,0.46304853796199963,0.13009164042435956,0.5931401783863592,7,2,4,1,2000.0,2454.5454545454545,2909.090909090909,3545.4545454545455,4000.0,,,,,,
