layer,timestamp,activity_score,peak_amplitude,dominant_frequency,patterns
physical_layer,2025-10-06 00:08:54.686595,1.1541882423646865,0.42161391465052495,1000.0,
physical_layer,2025-10-06 00:08:54.976648,0.9406534387593989,0.3160021083762623,1000.0,
physical_layer,2025-10-06 00:08:55.276623,0.5530297826041232,0.2029805146073864,1818.181818181818,
physical_layer,2025-10-06 00:08:55.569185,0.4661186179899374,0.19899680748064055,1727.2727272727273,
physical_layer,2025-10-06 00:08:55.881784,0.42436579969877963,0.20899156966139087,1818.181818181818,
physical_layer,2025-10-06 00:08:56.178143,0.5881189854172076,0.297613400935053,1818.181818181818,
physical_layer,2025-10-06 00:08:56.474350,0.9107010763898238,0.44894922350778804,1545.4545454545455,
physical_layer,2025-10-06 00:08:56.791924,1.2223657614646768,0.5396686560524805,1545.4545454545455,cross_layer_interference
physical_layer,2025-10-06 00:08:57.086375,1.4120212018619986,0.5305651702444854,1636.3636363636365,cross_layer_interference
physical_layer,2025-10-06 00:08:57.380707,1.5416309114777071,0.5192928349269966,1636.3636363636365,"high_activity, cross_layer_interference"
physical_layer,2025-10-06 00:08:57.674483,1.2039946448413916,0.4185524187497579,1000.0,cross_layer_interference
physical_layer,2025-10-06 00:08:57.978699,1.023979576464032,0.35406191936016745,1000.0,
physical_layer,2025-10-06 00:08:58.269709,0.8920091315829701,0.2903225357144096,1000.0,
physical_layer,2025-10-06 00:08:58.562110,0.7990974457999843,0.2557241157699067,1454.5454545454545,
physical_layer,2025-10-06 00:08:58.854218,0.7008941741428276,0.23866909118418778,1545.4545454545455,
physical_layer,2025-10-06 00:08:59.171327,0.6229004729690353,0.22369293943044993,1909.090909090909,
physical_layer,2025-10-06 00:08:59.471770,0.6970632582689316,0.28264943380539437,1636.3636363636365,
physical_layer,2025-10-06 00:08:59.774485,0.787831913738637,0.3839195409882016,1909.090909090909,
physical_layer,2025-10-06 00:09:00.079887,0.8544045803442216,0.47080720759912187,1636.3636363636365,
physical_layer,2025-10-06 00:09:00.400548,0.8148160933268257,0.4575417945173582,1727.2727272727273,
physical_layer,2025-10-06 00:09:00.698264,1.049452360486742,0.5193577269519057,1545.4545454545455,
physical_layer,2025-10-06 00:09:00.989721,1.1370793111111892,0.44607862366299794,1454.5454545454545,
physical_layer,2025-10-06 00:09:01.286467,0.9008916585567217,0.27841262596375455,1000.0,
physical_layer,2025-10-06 00:09:01.604666,0.5720186021690304,0.15346509181504517,1545.4545454545455,
physical_layer,2025-10-06 00:09:01.900158,0.4457629563964054,0.13405530418434777,1545.4545454545455,
physical_layer,2025-10-06 00:09:02.197096,0.4372098322184925,0.1460163691028968,1636.3636363636365,
physical_layer,2025-10-06 00:09:02.494356,0.6767278089026123,0.22463242251571863,1909.090909090909,
physical_layer,2025-10-06 00:09:02.812075,1.432716935990075,0.48719404664022314,1545.4545454545455,"amplitude_spike, cross_layer_interference"
physical_layer,2025-10-06 00:09:03.114652,1.3597127003424712,0.5343742718079445,1545.4545454545455,"amplitude_spike, cross_layer_interference"
physical_layer,2025-10-06 00:09:03.418594,1.070841588742696,0.440992066545548,1636.3636363636365,
physical_layer,2025-10-06 00:09:03.740834,0.9500419413296252,0.41902452165223847,1545.4545454545455,
physical_layer,2025-10-06 00:09:04.043455,0.7356476294656404,0.3543234545360989,1000.0,
physical_layer,2025-10-06 00:09:04.352749,0.5593210315509279,0.28077544813630073,1000.0,
physical_layer,2025-10-06 00:09:04.646665,0.6014420309732058,0.2878222460047758,1545.4545454545455,
physical_layer,2025-10-06 00:09:04.969718,0.5382543193886079,0.22787877966501432,1454.5454545454545,
physical_layer,2025-10-06 00:09:05.269588,0.5839985174052577,0.21543612273829124,1545.4545454545455,
physical_layer,2025-10-06 00:09:05.567967,0.6127479151783115,0.19511931002804297,1545.4545454545455,
physical_layer,2025-10-06 00:09:05.867440,0.9889647830770907,0.3096705794707844,1636.3636363636365,
physical_layer,2025-10-06 00:09:06.187806,1.0869450205412035,0.4018170377335892,1818.181818181818,
physical_layer,2025-10-06 00:09:06.488625,1.0775213711201461,0.4283226961684722,1636.3636363636365,
physical_layer,2025-10-06 00:09:06.783715,1.7343821643023682,0.6052324402089537,1545.4545454545455,"high_activity, cross_layer_interference"
physical_layer,2025-10-06 00:09:07.094981,1.3596570389088973,0.4991755592700958,1545.4545454545455,cross_layer_interference
physical_layer,2025-10-06 00:09:07.392908,1.3454540556524053,0.44887730076024046,1454.5454545454545,cross_layer_interference
physical_layer,2025-10-06 00:09:07.689050,0.6599331843528261,0.22757202288801004,1454.5454545454545,
physical_layer,2025-10-06 00:09:07.997691,0.3651909860369251,0.1467850834942293,1545.4545454545455,
physical_layer,2025-10-06 00:09:08.319630,0.37485671378786806,0.17424537149865948,1454.5454545454545,
physical_layer,2025-10-06 00:09:08.620874,0.36676201659425844,0.19121174910383376,1818.181818181818,
physical_layer,2025-10-06 00:09:08.916118,0.8667813513325686,0.43399678262429586,1454.5454545454545,
physical_layer,2025-10-06 00:09:09.209547,1.1078185070294284,0.5247626285662988,1454.5454545454545,amplitude_spike
physical_layer,2025-10-06 00:09:09.527278,1.4805898624507416,0.6020476207072691,1545.4545454545455,"amplitude_spike, cross_layer_interference"
data_link_layer,2025-10-06 00:08:54.686595,1.3179244319371088,0.4701084267583574,2454.5454545454545,"cross_layer_interference, cross_layer_interference"
data_link_layer,2025-10-06 00:08:54.976648,1.1332063587935264,0.36616345621007756,2727.272727272727,
data_link_layer,2025-10-06 00:08:55.276623,1.9654094481786422,0.6761267866658479,2909.090909090909,"high_activity, cross_layer_interference, cross_layer_interference"
data_link_layer,2025-10-06 00:08:55.569185,1.3778800756292895,0.5554208447105686,2909.090909090909,cross_layer_interference
data_link_layer,2025-10-06 00:08:55.881784,1.4773736560701916,0.6737631891500534,2909.090909090909,cross_layer_interference
data_link_layer,2025-10-06 00:08:56.178143,1.5792818922519622,0.7687617420649211,2909.090909090909,"high_activity, cross_layer_interference"
data_link_layer,2025-10-06 00:08:56.474350,1.8644797391195493,0.9228303798699473,2545.4545454545455,"high_activity, cross_layer_interference"
data_link_layer,2025-10-06 00:08:56.791924,1.900581847592384,0.8587971693767251,2545.4545454545455,"high_activity, cross_layer_interference"
data_link_layer,2025-10-06 00:08:57.086375,1.7090362266911174,0.6498605303712527,2363.6363636363635,"high_activity, cross_layer_interference"
data_link_layer,2025-10-06 00:08:57.380707,1.6240167141491684,0.555247654685889,2454.5454545454545,"high_activity, cross_layer_interference, cross_layer_interference"
data_link_layer,2025-10-06 00:08:57.674483,1.369584113716315,0.45878722832703933,2727.272727272727,"cross_layer_interference, cross_layer_interference"
data_link_layer,2025-10-06 00:08:57.978699,1.1040473921445018,0.37650805331671083,2363.6363636363635,
data_link_layer,2025-10-06 00:08:58.269709,1.0108963747910737,0.33168694855969694,2363.6363636363635,
data_link_layer,2025-10-06 00:08:58.562110,1.6942986449384962,0.5234958121229747,2909.090909090909,"high_activity, cross_layer_interference, cross_layer_interference"
data_link_layer,2025-10-06 00:08:58.854218,1.3697279953763317,0.4752988855489015,2454.5454545454545,cross_layer_interference
data_link_layer,2025-10-06 00:08:59.171327,1.822188425161351,0.6494314978839166,2818.181818181818,"high_activity, cross_layer_interference"
data_link_layer,2025-10-06 00:08:59.471770,1.4881571684205557,0.6196393769266959,2909.090909090909,cross_layer_interference
data_link_layer,2025-10-06 00:08:59.774485,1.3767002139836644,0.6891639722846856,2909.090909090909,cross_layer_interference
data_link_layer,2025-10-06 00:09:00.079887,1.3735652561759868,0.7433161223202874,2727.272727272727,cross_layer_interference
data_link_layer,2025-10-06 00:09:00.400548,1.3851523353107287,0.7279632901356196,2909.090909090909,cross_layer_interference
data_link_layer,2025-10-06 00:09:00.698264,1.4329933883849193,0.668669262704543,2545.4545454545455,cross_layer_interference
data_link_layer,2025-10-06 00:09:00.989721,1.567672431639824,0.5747603835530262,2909.090909090909,"high_activity, cross_layer_interference"
data_link_layer,2025-10-06 00:09:01.286467,2.1325020876774876,0.5947341903689263,2818.181818181818,"high_activity, cross_layer_interference, cross_layer_interference"
data_link_layer,2025-10-06 00:09:01.604666,1.7173537469294198,0.4307848422612226,2727.272727272727,"high_activity, cross_layer_interference, cross_layer_interference"
data_link_layer,2025-10-06 00:09:01.900158,1.0878143838296366,0.3234299568786372,2909.090909090909,
data_link_layer,2025-10-06 00:09:02.197096,1.0786520059939548,0.3443560537664445,2272.727272727273,
data_link_layer,2025-10-06 00:09:02.494356,1.3901540472083656,0.4261962092479237,2454.5454545454545,cross_layer_interference
data_link_layer,2025-10-06 00:09:02.812075,1.6747255926665892,0.591416038530548,2454.5454545454545,"high_activity, cross_layer_interference"
data_link_layer,2025-10-06 00:09:03.114652,1.536631721976006,0.5956651697493422,2454.5454545454545,"high_activity, cross_layer_interference"
data_link_layer,2025-10-06 00:09:03.418594,1.2005867256480298,0.47548375616074945,2909.090909090909,"cross_layer_interference, cross_layer_interference"
data_link_layer,2025-10-06 00:09:03.740834,1.0421019534600986,0.44976150268715265,2909.090909090909,
data_link_layer,2025-10-06 00:09:04.043455,1.2476417542156206,0.5517111066271007,2909.090909090909,"cross_layer_interference, cross_layer_interference"
data_link_layer,2025-10-06 00:09:04.352749,1.4954360682012509,0.6349560905318595,2909.090909090909,cross_layer_interference
data_link_layer,2025-10-06 00:09:04.646665,1.5638309499034657,0.6419435226101347,2909.090909090909,"high_activity, cross_layer_interference"
data_link_layer,2025-10-06 00:09:04.969718,1.6165121386338224,0.6253052412750115,2818.181818181818,"high_activity, cross_layer_interference"
