frequency,audio_amplitude,radio_amplitude,combined_amplitude,amplitude_ratio
1.0,11.611069728029058,19.991482502992582,31.60255223102164,0.5808008348700985
101.00990099009901,12.391595125552422,19.991482502992582,32.383077628545,0.6198437321342971
201.01980198019803,5.249028042764368,19.991482502992582,25.24051054575695,0.2625632212107644
301.029702970297,-0.10794679588921455,19.991482502992582,19.883535707103366,-0.005399639365067382
401.03960396039605,14.609087960744935,19.991482502992582,34.60057046373752,0.7307656127332257
501.0495049504951,8.980333135162665,19.991482502992582,28.97181563815525,0.4492079631322176
601.059405940594,6.245297954830915,19.991482502992582,26.236780457823496,0.3123979401675708
701.0693069306931,6.562106574369374,19.991482502992582,26.553589077361956,0.3282451200598592
801.0792079207921,10.202190020237865,19.991482502992582,30.193672523230447,0.5103268363769755
901.0891089108911,12.690025023019604,19.991482502992582,32.68150752601218,0.6347715844045082
1001.0990099009902,10.323545753072041,19.991482502992582,30.315028256064622,0.5163972082373921
1101.1089108910892,-2.4269811016357488,19.991482502992582,17.564501401356832,-0.121400756610844
1201.118811881188,9.551019778623926,19.991482502992582,29.542502281616507,0.4777544525371846
1301.1287128712872,13.472099917064586,19.991482502992582,33.463582420057165,0.6738919895034252
1401.1386138613861,9.647607857015954,19.991482502992582,29.639090360008538,0.4825859140547369
1501.1485148514853,10.717657863310073,19.991482502992582,30.709140366302655,0.5361112094466088
1601.1584158415842,3.0576684575248914,19.991482502992582,23.049150960517473,0.1529485598212729
1701.1683168316831,9.953993174083632,19.991482502992582,29.945475677076214,0.4979117067778035
1801.1782178217823,4.8913806108114315,19.991482502992582,24.882863113804014,0.24467323071609257
1901.1881188118812,5.941486409681371,19.991482502992582,25.932968912673953,0.2972008908689975
2001.1980198019803,3.266687962881353,19.991482502992582,23.258170465873935,0.16340398779291895
2101.207920792079,7.915586216935977,19.991482502992582,27.90706871992856,0.3959479351144204
2201.2178217821784,6.242713934070448,19.991482502992582,26.23419643706303,0.3122686840826316
