frequency,audio_amplitude,radio_amplitude,combined_amplitude,amplitude_ratio
0.5,-27.849712645371323,0.0,-27.849712645371323,0.0
100.50995099509952,4.709289948707233,0.0,4.709289948707233,0.0
200.51990199019903,-13.34656770129055,0.0,-13.34656770129055,0.0
300.52985298529853,-11.968356986019657,0.0,-11.968356986019657,0.0
400.53980398039806,-20.23202528605906,0.0,-20.23202528605906,0.0
500.5497549754976,-19.24298943295181,0.0,-19.24298943295181,0.0
600.5597059705971,-9.881220883724419,0.0,-9.881220883724419,0.0
700.5696569656966,-7.25545485914291,0.0,-7.25545485914291,0.0
800.5796079607961,-10.969520162206585,0.0,-10.969520162206585,0.0
900.5895589558957,-3.7989048753933137,0.0,-3.7989048753933137,0.0
1000.5995099509952,-26.485476242770652,0.0,-26.485476242770652,0.0
1100.6094609460947,-10.901067322433159,0.0,-10.901067322433159,0.0
1200.6194119411941,-12.287876745161645,0.0,-12.287876745161645,0.0
1300.6293629362938,-3.2557575260627463,0.0,-3.2557575260627463,0.0
1400.6393139313932,-3.902428428456196,0.0,-3.902428428456196,0.0
1500.6492649264928,0.24258453638518285,0.0,0.24258453638518285,0.0
1600.6592159215922,0.4112569925531909,0.0,0.4112569925531909,0.0
1700.6691669166917,-8.116116458481644,0.0,-8.116116458481644,0.0
1800.6791179117913,-17.433809091074448,0.0,-17.433809091074448,0.0
1900.6890689068907,-15.60453409994735,0.0,-15.60453409994735,0.0
2000.6990199019904,-24.4714744614755,0.0,-24.4714744614755,0.0
2100.70897089709,-18.241154437979628,0.0,-18.241154437979628,0.0
2200.7189218921894,-13.108738087461113,0.0,-13.108738087461113,0.0
2300.728872887289,-13.139961595458034,0.0,-13.139961595458034,0.0
2400.7388238823883,-16.001579906184293,0.0,-16.001579906184293,0.0
2500.748774877488,-16.326992996682293,0.0,-16.326992996682293,0.0
2600.7587258725875,-18.06649797337381,0.0,-18.06649797337381,0.0
2700.7686768676867,-19.033747332768574,0.0,-19.033747332768574,0.0
2800.7786278627864,-16.514926865381025,0.0,-16.514926865381025,0.0
2900.788578857886,-23.155998849191143,0.0,-23.155998849191143,0.0
3000.7985298529857,-28.427985042506776,0.0,-28.427985042506776,0.0
3100.808480848085,-33.068468417317895,0.0,-33.068468417317895,0.0
3200.8184318431845,-32.84541984703392,0.0,-32.84541984703392,0.0
3300.828382838284,-25.061885138751116,0.0,-25.061885138751116,0.0
3400.8383338333833,-23.312756202697177,0.0,-23.312756202697177,0.0
3500.848284828483,-29.603916770947492,0.0,-29.603916770947492,0.0
3600.8582358235826,-27.125897359756436,0.0,-27.125897359756436,0.0
3700.8681868186823,-33.450528788309086,0.0,-33.450528788309086,0.0
3800.8781378137814,-41.89410751413212,0.0,-41.89410751413212,0.0
3900.888088808881,-31.334147108257664,0.0,-31.334147108257664,0.0
4000.8980398039807,-26.54589735844303,0.0,-26.54589735844303,0.0
4100.90799079908,-26.772753802731696,0.0,-26.772753802731696,0.0
4200.91794179418,-30.593485845297863,0.0,-30.593485845297863,0.0
4300.927892789279,-38.13028799830188,0.0,-38.13028799830188,0.0
4400.937843784379,-28.719736439988658,0.0,-28.719736439988658,0.0
4500.9477947794785,-28.177602533170056,0.0,-28.177602533170056,0.0
4600.957745774578,-27.652794854312962,0.0,-27.652794854312962,0.0
4700.967696769677,-31.02853069497721,0.0,-31.02853069497721,0.0
4800.9776477647765,-28.867950166800032,0.0,-28.867950166800032,0.0
4900.987598759876,-19.22139901431529,0.0,-19.22139901431529,0.0
5000.997549754976,-45.410803621469576,0.0,-45.410803621469576,0.0
5101.007500750075,-27.92296991553972,0.0,-27.92296991553972,0.0
5201.017451745175,-22.106907640867536,0.0,-22.106907640867536,0.0
5301.027402740275,-20.32545749915878,0.0,-20.32545749915878,0.0
5401.0373537353735,-20.253424629521113,0.0,-20.253424629521113,0.0
5501.047304730473,-26.913034816872347,0.0,-26.913034816872347,0.0
5601.057255725573,-24.827858038169285,0.0,-24.827858038169285,0.0
5701.067206720672,-34.1011386438568,0.0,-34.1011386438568,0.0
5801.077157715772,-31.196898802681716,0.0,-31.196898802681716,0.0
5901.087108710872,-33.16167488151074,0.0,-33.16167488151074,0.0
